pair,word_x,word_y,scores,qtype
thunderstorm-shower,thunderstorm,shower,"[4.0, 5.0, 5.0, 5.0, 9.0, 2.0, 2.0, 1.0, 1.0, 8.0, 2.0, 7.0, 6.0, 1.0, 6.0, 8.0, 5.0, 2.0, 3.0, 2.0, 3.0, 10.0, 2.0, 4.0, 2.1, 4.0, 1.0, 2.0, 6.0, 3.0, 4.0, 1.0, 3.0, 3.0, 3.0, 2.0, 7.0, 6.0, 4.0, 2.0, 5.0, 1.0, 3.0, 4.0, 3.5, 4.5, 2.0, 6.0, 1.0, 4.0]",inv-dis
theater-movie,theater,movie,"[5.0, 3.0, 0.0, 1.0, 7.0, 1.0, 0.0, 0.0, 2.0, 7.0, 2.0, 2.0, 2.0, 3.0, 0.0, 1.0, 4.0, 2.0, 4.0, 2.0, 2.0, 8.0, 2.0, 6.0, 1.2, 1.0, 1.0, 2.0, 2.0, 3.0, 0.0, 3.0, 4.0, 2.0, 0.0, 6.0, 4.0, 4.0, 1.0, 5.0, 1.0, 3.0, 2.0, 3.0, 2.0, 2.0, 2.0, 7.0, 1.0, 1.0]",inv-dis
sun-planet,sun,planet,"[5.0, 3.0, 3.0, 6.0, 7.0, 1.0, 1.0, 0.0, 2.0, 10.0, 4.0, 4.0, 7.0, 2.0, 0.0, 3.0, 5.0, 2.0, 2.0, 3.0, 5.0, 9.0, 1.0, 2.0, 3.1, 2.0, 2.0, 3.0, 10.0, 4.0, 1.0, 10.0, 5.0, 4.0, 2.0, 7.0, 5.0, 0.0, 2.5, 5.0, 2.0, 8.0, 2.0, 5.0, 4.5, 8.0, 2.0, 9.0, 1.0, 8.0]",inv-dis
season-baseball,season,baseball,"[2.0, 6.0, 4.0, 9.0, 10.0, 9.0, 5.0, 5.0, 5.0, 4.0, 2.5, 3.0, 7.0, 6.0, 5.0, 6.0, 5.0, 4.0, 5.0, 2.0, 4.0, 5.0, 2.0, 10.0, 4.7, 6.0, 9.0, 6.0, 4.0, 7.0, 4.0, 10.0, 3.0, 3.0, 4.0, 5.0, 4.0, 4.0, 5.0, 7.0, 6.0, 8.0, 4.0, 6.0, 4.0, 7.0, 3.0, 7.0, 0.0, 4.0]",inv-dis
science-psychology,science,psychology,"[4.0, 4.0, 3.0, 7.0, 6.0, 1.0, 2.0, 0.0, 6.0, 8.0, 5.0, 6.0, 1.0, 2.0, 0.0, 6.0, 7.0, 3.0, 2.0, 3.0, 2.0, 4.0, 3.0, 4.0, 4.3, 2.0, 3.0, 8.0, 3.0, 3.0, 3.0, 5.0, 3.0, 2.0, 4.0, 4.0, 4.0, 4.0, 2.0, 3.0, 5.0, 1.0, 2.0, 9.0, 2.0, 1.5, 6.0, 3.0, 1.0, 3.0]",inv-dis
report-news,report,news,"[5.0, 4.0, 3.0, 6.0, 4.0, 1.0, 0.0, 0.0, 2.0, 3.0, 1.0, 3.0, 2.0, 1.0, 0.0, 1.0, 5.0, 3.0, 2.0, 1.0, 3.0, 2.0, 2.0, 5.0, 1.7, 2.0, 1.0, 4.0, 2.0, 2.0, 1.0, 1.0, 1.0, 2.0, 4.0, 9.0, 2.0, 3.0, 0.0, 2.0, 2.0, 1.0, 1.0, 3.0, 1.0, 3.5, 2.0, 3.0, 11.0, 3.0]",inv-dis
racket-tennis,racket,tennis,"[5.0, 0.0, 2.0, 2.0, 9.0, 1.0, 2.0, 1.0, 2.0, 10.0, 3.25, 2.0, 2.0, 3.0, 0.0, 1.0, 2.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 5.0, 1.6, 1.0, 1.0, 3.0, 3.0, 3.0, 3.0, 2.0, 1.0, 2.0, 0.0, 10.0, 2.0, 5.0, 0.0, 6.0, 1.0, 3.0, 5.0, 3.0, 3.0, 0.5, 1.0, 4.0, 1.0, 1.0]",inv-dis
prominence-size,prominence,size,"[5.0, 3.0, 6.0, 3.0, 5.0, 1.0, 4.0, 8.0, 5.0, 5.0, 2.0, 5.0, 4.0, 4.0, 0.0, 2.0, 3.0, 4.0, 2.0, 3.0, 3.0, 2.0, 10.0, 4.0, 2.8, 5.0, 7.0, 8.0, 2.0, 1.5, 2.0, 5.0, 2.0, 4.0, 5.0, 4.0, 1.5, 8.0, 5.0, 4.0, 1.0, 2.0, 4.0, 6.0, 3.0, 8.0, 4.0, 4.0, 0.0, 3.0]",inv-dis
possession-money,possession,money,"[5.0, 2.0, 3.0, 8.0, 9.0, 5.0, 4.0, 5.0, 7.0, 8.0, 2.0, 3.0, 6.0, 0.0, 3.0, 4.0, 4.0, 4.0, 5.0, 3.0, 3.0, 4.0, 2.0, 8.0, 4.3, 4.0, 2.0, 2.0, 6.0, 5.0, 2.0, 6.0, 2.0, 4.0, 4.0, 2.0, 1.0, 10.0, 4.0, 6.0, 10.0, 3.0, 3.0, 6.0, 4.5, 3.5, 6.0, 9.0, 1.0, 3.0]",inv-dis
plan-peace,plan,peace,"[2.0, 8.0, 4.0, 9.0, 7.0, 5.0, 5.0, 10.0, 9.0, 3.0, 7.0, 6.0, 4.0, 9.0, 8.0, 5.0, 5.0, 7.0, 3.0, 8.0, 3.0, 9.0, 7.0, 7.0, 4.2, 5.0, 4.0, 5.0, 10.0, 6.0, 4.0, 9.0, 4.0, 3.0, 8.0, 3.0, 6.0, 10.0, 7.5, 8.0, 10.0, 4.0, 5.0, 5.0, 6.0, 6.0, 6.0, 9.0, 1.0, 4.0]",inv-dis
personnel-doctor,personnel,doctor,"[2.0, 4.0, 8.0, 7.0, 7.0, 5.0, 5.0, 8.0, 9.0, 7.0, 3.5, 8.0, 7.0, 3.0, 0.0, 3.0, 7.0, 5.0, 4.0, 4.0, 6.0, 7.0, 10.0, 6.0, 5.4, 4.0, 7.0, 6.0, 10.0, 5.0, 5.0, 3.0, 4.0, 7.0, 8.0, 0.0, 4.0, 10.0, 7.0, 8.0, 10.0, 2.0, 6.0, 7.0, 6.5, 9.0, 8.0, 9.0, 1.0, 4.0]",inv-dis
peace-minority,peace,minority,"[8.0, 8.0, 8.0, 10.0, 10.0, 9.0, 7.0, 5.0, 9.0, 4.0, 8.5, 9.0, 6.0, 10.0, 5.0, 10.0, 5.0, 6.0, 9.0, 8.0, 5.0, 9.0, 8.0, 10.0, 7.8, 7.0, 8.0, 10.0, 10.0, 8.5, 8.0, 8.0, 10.0, 5.0, 10.0, 2.0, 6.0, 10.0, 10.0, 10.0, 10.0, 10.0, 6.0, 6.0, 7.0, 7.5, 8.0, 10.0, 1.0, 8.0]",inv-dis
peace-Arafat,peace,Arafat,"[4.0, 8.0, 10.0, 5.0, 10.0, 9.0, 6.0, 6.0, 9.0, 1.0, 8.0, 9.0, 9.0, 10.0, 9.0, 7.0, 5.0, 8.0, 10.0, 9.0, 5.0, 8.0, 5.0, 8.0, 4.2, 3.0, 5.0, 10.0, 10.0, 7.0, 3.0, 9.0, 9.0, 7.0, 5.0, 0.0, 8.5, 10.0, 10.0, 8.0, 10.0, 9.0, 8.0, 7.0, 4.5, 6.0, 7.0, 6.0, 1.0, 5.0]",inv-dis
oil-OPEC,oil,OPEC,"[4.0, 7.0, 3.0, 2.0, 10.0, 1.0, 2.0, 1.0, 2.0, 10.0, 3.5, 7.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 5.0, 3.0, 2.0, 2.0, 10.0, 3.0, 1.0, 1.0, 0.5, 0.0, 4.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 0.0, 2.0, 3.0, 10.0, 2.0, 3.0, 6.0, 3.0, 1.0, 9.0, 0.0, 1.0, 4.0, 0.0, 1.0]",inv-dis
news-Wednesday,news,Wednesday,"[9.0, 9.0, 10.0, 10.0, 10.0, 9.0, 10.0, 9.0, 10.0, 4.0, 10.0, 10.0, 9.0, 10.0, 9.0, 10.0, 9.0, 10.0, 10.0, 9.0, 5.0, 8.0, 10.0, 10.0, 8.8, 9.0, 10.0, 10.0, 10.0, 9.0, 8.0, 10.0, 10.0, 8.0, 7.0, 3.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 8.0, 9.0, 10.0, 9.0, 10.0, 1.0, 10.0]",inv-dis
money-grocery,money,grocery,"[4.0, 6.0, 8.0, 9.0, 9.0, 6.0, 8.0, 5.0, 8.0, 7.0, 9.5, 6.0, 7.0, 8.0, 3.0, 7.0, 7.0, 6.0, 3.0, 4.0, 5.0, 8.0, 5.0, 8.0, 6.7, 6.0, 9.0, 5.0, 8.0, 6.0, 4.0, 8.0, 10.0, 5.0, 3.0, 9.0, 8.0, 10.0, 10.0, 6.0, 8.0, 9.0, 6.0, 3.0, 7.0, 7.5, 8.0, 10.0, 1.0, 3.0]",inv-dis
market-currency,market,currency,"[4.0, 4.0, 3.0, 7.0, 5.0, 3.0, 3.0, 1.0, 8.0, 7.0, 4.5, 4.0, 3.0, 8.0, 0.0, 2.0, 3.0, 3.0, 3.0, 1.0, 5.0, 6.0, 5.0, 8.0, 2.7, 2.0, 2.0, 5.0, 7.0, 5.0, 2.0, 4.0, 6.0, 2.0, 0.0, 9.0, 8.0, 7.5, 4.0, 6.0, 1.0, 8.0, 2.0, 5.0, 3.0, 6.5, 5.0, 7.0, 1.0, 2.0]",inv-dis
loss-dollar,loss,dollar,"[8.0, 8.0, 5.0, 9.0, 10.0, 7.0, 7.0, 6.0, 8.0, 3.0, 9.0, 7.0, 9.0, 9.0, 0.0, 6.0, 4.0, 5.0, 5.0, 5.0, 5.0, 9.0, 10.0, 9.0, 6.1, 6.0, 9.0, 4.0, 10.0, 8.0, 5.0, 9.0, 9.0, 8.0, 8.0, 5.0, 6.0, 10.0, 9.5, 6.0, 10.0, 10.0, 5.0, 8.0, 4.0, 6.5, 6.0, 9.0, 1.0, 5.0]",inv-dis
liability-doctor,liability,doctor,"[2.0, 5.0, 3.0, 9.0, 10.0, 6.0, 8.0, 10.0, 7.0, 8.0, 8.5, 5.0, 5.0, 10.0, 5.0, 9.0, 2.0, 5.0, 9.0, 3.0, 3.0, 10.0, 5.0, 6.0, 2.2, 1.0, 3.0, 0.0, 9.0, 6.0, 3.0, 3.0, 9.0, 5.0, 8.0, 5.0, 5.0, 10.0, 8.0, 3.0, 10.0, 9.0, 9.0, 4.0, 3.0, 3.5, 5.0, 9.0, 1.0, 5.0]",inv-dis
lesson-life,lesson,life,"[4.0, 5.0, 5.0, 10.0, 9.5, 5.0, 4.0, 5.0, 3.0, 6.0, 4.5, 6.0, 3.0, 10.0, 3.0, 3.0, 9.0, 3.0, 3.0, 2.0, 4.0, 8.0, 4.0, 10.0, 4.3, 5.0, 7.0, 7.0, 10.0, 6.5, 4.0, 7.0, 8.0, 3.0, 2.0, 4.0, 2.5, 5.0, 8.0, 8.0, 6.0, 8.0, 4.0, 4.0, 3.5, 8.0, 5.0, 6.0, 1.0, 3.0]",inv-dis
kind-type,kind,type,"[5.0, 0.0, 10.0, 10.0, 3.0, 0.0, 2.0, 0.0, 9.0, 3.0, 9.0, 9.0, 2.0, 0.0, 2.0, 10.0, 4.0, 1.0, 3.0, 1.0, 3.0, 0.0, 1.0, 3.0, 9.7, 2.0, 0.0, 10.0, 10.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, 4.5, 1.0, 0.0, 0.0, 2.0, 10.0, 9.0, 6.0, 2.0, 3.0, 8.0, 2.0, 8.0, 1.0, 3.0]",inv-dis
kilometer-mile,kilometer,mile,"[7.0, 6.0, 2.0, 3.0, 2.0, 0.0, 2.0, 0.0, 1.0, 10.0, 1.0, 3.0, 3.0, 1.0, 0.0, 1.0, 3.0, 2.0, 3.0, 2.0, 3.0, 3.0, 3.0, 4.0, 1.2, 2.0, 0.5, 3.0, 2.0, 1.5, 2.0, 2.0, 2.0, 2.0, 0.0, 6.0, 5.0, 3.0, 2.0, 2.0, 1.0, 2.0, 3.0, 4.0, 3.0, 2.0, 2.0, 6.0, 1.0, 3.0]",inv-dis
jaguar-stock,jaguar,stock,"[5.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 2.0, 10.0, 9.0, 9.0, 10.0, 8.0, 10.0, 9.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 1.0, 10.0, 10.0, 10.0, 9.5, 7.0, 10.0, 10.0, 10.0, 10.0, 2.0, 8.0, 9.0, 10.0, 10.0, 10.0, 10.0, 9.0, 7.0, 9.0, 10.0, 10.0, 10.0, 1.0, 8.0]",inv-dis
isolation-situation,isolation,situation,"[5.0, 5.0, 9.0, 8.0, 8.0, 6.0, 5.0, 8.0, 9.0, 6.0, 10.0, 9.0, 6.0, 5.0, 6.0, 7.0, 8.0, 7.0, 7.0, 6.0, 7.0, 4.0, 10.0, 7.0, 8.7, 5.0, 5.0, 10.0, 10.0, 7.0, 7.0, 9.0, 7.0, 8.0, 8.0, 2.0, 1.0, 10.0, 9.0, 8.0, 10.0, 9.0, 6.0, 7.0, 2.5, 8.0, 8.0, 9.0, 1.0, 8.0]",inv-dis
insurance-peace,insurance,peace,"[6.0, 8.0, 10.0, 10.0, 10.0, 9.0, 8.0, 8.0, 9.0, 3.0, 10.0, 9.0, 5.0, 10.0, 5.0, 7.0, 8.0, 9.0, 4.0, 9.0, 5.0, 10.0, 10.0, 10.0, 8.8, 7.0, 10.0, 6.0, 10.0, 7.0, 8.0, 10.0, 10.0, 7.0, 8.0, 9.0, 9.8, 10.0, 8.0, 9.0, 10.0, 10.0, 7.0, 9.0, 4.5, 10.0, 8.0, 10.0, 0.0, 5.0]",inv-dis
information-precedent,information,precedent,"[5.0, 5.0, 7.0, 8.0, 10.0, 6.0, 7.0, 9.0, 10.0, 6.0, 7.0, 6.0, 5.0, 5.0, 2.0, 4.0, 7.0, 7.0, 4.0, 7.0, 5.0, 8.0, 5.0, 5.0, 5.1, 5.0, 3.0, 10.0, 5.0, 5.0, 4.0, 6.0, 5.0, 4.0, 8.0, 4.0, 2.0, 10.0, 5.0, 7.0, 4.0, 7.0, 5.0, 5.0, 7.0, 7.0, 7.0, 9.0, 1.0, 5.0]",inv-dis
implement-tool,implement,tool,"[6.0, 3.0, 8.0, 8.0, 9.0, 6.0, 6.0, 6.0, 5.0, 6.0, 5.0, 6.0, 3.0, 5.0, 2.0, 1.0, 3.0, 3.0, 4.0, 1.0, 2.0, 8.0, 8.0, 5.0, 4.6, 5.0, 6.0, 4.0, 8.0, 1.0, 4.0, 3.0, 0.0, 1.0, 4.0, 9.0, 8.0, 10.0, 10.0, 3.0, 2.0, 2.0, 4.0, 5.0, 4.0, 1.0, 9.0, 2.0, 1.0, 4.0]",inv-dis
gain-media,gain,media,"[8.0, 8.0, 8.0, 10.0, 10.0, 9.0, 9.0, 5.0, 9.0, 3.0, 10.0, 6.0, 6.0, 10.0, 6.0, 9.0, 8.0, 8.0, 9.0, 7.0, 5.0, 8.0, 10.0, 10.0, 6.7, 6.0, 9.0, 10.0, 10.0, 7.0, 9.0, 9.0, 10.0, 6.0, 10.0, 2.0, 9.0, 8.0, 10.0, 9.0, 10.0, 10.0, 7.0, 6.0, 8.0, 9.0, 9.0, 10.0, 0.0, 6.0]",inv-dis
forest-coast,forest,coast,"[5.0, 7.0, 10.0, 7.0, 9.0, 3.0, 8.0, 2.0, 7.0, 8.0, 10.0, 9.0, 9.0, 5.0, 8.0, 6.0, 7.0, 6.0, 7.0, 7.0, 3.0, 8.0, 6.0, 10.0, 5.6, 5.0, 8.0, 6.0, 10.0, 5.0, 3.0, 8.0, 10.0, 8.0, 7.0, 3.0, 8.0, 8.0, 10.0, 6.0, 10.0, 9.0, 6.0, 8.0, 9.5, 10.0, 5.0, 10.0, 1.0, 10.0]",inv-dis
food-cup,food,cup,"[1.0, 8.0, 5.0, 7.0, 10.0, 8.0, 7.0, 1.0, 4.0, 8.0, 10.0, 7.0, 9.0, 10.0, 5.0, 6.0, 4.0, 5.0, 4.0, 5.0, 6.0, 10.0, 5.0, 10.0, 6.9, 7.0, 6.0, 9.0, 10.0, 5.0, 4.0, 7.0, 7.0, 5.0, 2.0, 5.0, 7.0, 10.0, 9.5, 6.0, 10.0, 9.0, 5.0, 5.0, 6.5, 10.0, 6.0, 10.0, 1.0, 5.0]",inv-dis
fauna-tiger,fauna,tiger,"[6.0, 10.0, 8.0, 7.0, 8.0, 9.0, 5.0, 9.0, 6.0, 3.0, 10.0, 9.0, 9.0, 0.0, 0.0, 1.0, 2.0, 6.0, 5.0, 3.0, 7.0, 8.0, 5.0, 8.0, 9.7, 5.0, 8.0, 5.0, 10.0, 2.5, 2.0, 7.0, 9.0, 8.0, 10.0, 5.0, 10.0, 3.0, 10.0, 5.0, 10.0, 10.0, 6.0, 3.0, 8.5, 10.0, 9.0, 5.0, 0.0, 2.0]",inv-dis
example-precedent,example,precedent,"[5.0, 0.0, 4.0, 4.0, 10.0, 3.0, 0.0, 6.0, 10.0, 4.0, 1.5, 9.0, 5.0, 3.0, 5.0, 3.0, 7.0, 6.0, 1.0, 4.0, 3.0, 7.0, 5.0, 2.0, 2.3, 5.0, 0.5, 3.0, 2.0, 1.0, 4.0, 0.0, 0.0, 1.0, 7.0, 4.0, 2.0, 0.0, 2.0, 3.0, 7.0, 1.0, 2.0, 6.0, 8.0, 3.5, 6.0, 8.0, 1.0, 3.0]",inv-dis
evidence-lawyer,evidence,lawyer,"[4.0, 2.0, 4.0, 6.0, 6.0, 2.0, 3.0, 2.0, 3.0, 9.0, 3.0, 2.0, 4.0, 3.0, 0.0, 2.0, 3.0, 1.0, 3.0, 2.0, 4.0, 10.0, 3.0, 6.0, 2.4, 2.0, 3.0, 5.0, 10.0, 4.5, 2.0, 3.0, 6.0, 3.0, 2.0, 9.0, 3.2, 4.0, 1.0, 5.0, 4.0, 6.0, 2.0, 4.0, 3.0, 3.5, 4.0, 5.0, 1.0, 3.0]",inv-dis
entity-cup,entity,cup,"[8.0, 10.0, 10.0, 10.0, 10.0, 2.0, 8.0, 8.0, 10.0, 3.0, 10.0, 9.0, 8.0, 7.0, 5.0, 9.0, 8.0, 7.0, 4.0, 9.0, 8.0, 6.0, 10.0, 8.0, 9.2, 5.0, 8.0, 10.0, 10.0, 6.0, 8.0, 5.0, 10.0, 9.0, 3.0, 3.0, 9.9, 10.0, 10.0, 9.0, 10.0, 10.0, 6.0, 8.0, 3.5, 10.0, 9.0, 10.0, 1.0, 8.0]",inv-dis
egg-fertility,egg,fertility,"[5.0, 1.0, 3.0, 4.0, 3.0, 2.0, 2.0, 0.0, 3.0, 8.0, 2.0, 4.0, 2.0, 1.0, 5.0, 1.0, 4.0, 1.0, 4.0, 2.0, 3.0, 3.0, 3.0, 7.0, 3.6, 1.0, 1.0, 3.0, 4.0, 3.0, 2.0, 2.0, 1.0, 2.0, 1.0, 9.0, 2.0, 7.0, 1.0, 4.0, 4.0, 2.0, 3.0, 4.0, 1.0, 6.0, 2.0, 6.0, 1.0, 2.0]",inv-dis
drought-summer,drought,summer,"[5.0, 5.0, 3.0, 4.0, 10.0, 6.0, 6.0, 3.0, 10.0, 7.0, 10.0, 5.0, 3.0, 10.0, 5.0, 3.0, 5.0, 2.0, 4.0, 2.0, 3.0, 6.0, 5.0, 7.0, 4.5, 2.0, 3.0, 4.0, 6.0, 4.0, 3.0, 4.0, 8.0, 2.0, 2.0, 10.0, 2.0, 7.0, 3.0, 6.0, 1.0, 4.0, 4.0, 5.0, 4.0, 2.0, 3.0, 5.0, 1.0, 4.0]",inv-dis
discipline-psychology,discipline,psychology,"[7.0, 7.0, 4.0, 9.0, 10.0, 3.0, 4.0, 8.0, 7.0, 4.0, 7.5, 9.0, 6.0, 10.0, 5.0, 4.0, 3.0, 5.0, 3.0, 4.0, 3.0, 5.0, 10.0, 5.0, 4.6, 5.0, 5.0, 10.0, 8.0, 4.0, 3.0, 6.0, 5.0, 4.0, 2.0, 4.0, 7.0, 7.0, 9.0, 3.0, 10.0, 3.0, 5.0, 4.0, 5.5, 9.0, 7.0, 7.0, 1.0, 4.0]",inv-dis
currency-money,currency,money,"[1.0, 0.0, 1.0, 1.0, 1.5, 0.0, 0.0, 0.0, 1.0, 7.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.8, 1.0, 0.0, 1.0, 2.0, 0.5, 0.0, 0.0, 0.0, 1.0, 0.0, 10.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 2.0, 0.5, 0.0, 1.0, 1.0, 1.0, 1.0]",inv-dis
crisis-government,crisis,government,"[5.0, 10.0, 4.0, 8.0, 10.0, 5.0, 8.0, 5.0, 4.0, 9.0, 6.5, 5.0, 6.0, 10.0, 2.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 7.0, 4.0, 10.0, 6.5, 4.0, 3.0, 8.0, 8.0, 7.0, 5.0, 8.0, 9.0, 3.0, 8.0, 1.0, 4.2, 8.0, 8.0, 8.0, 8.0, 6.0, 4.0, 3.0, 6.0, 6.0, 4.0, 9.0, 1.0, 4.0]",inv-dis
credibility-chance,credibility,chance,"[2.0, 9.0, 10.0, 9.0, 8.0, 6.0, 5.0, 8.0, 7.0, 4.0, 9.0, 8.0, 8.0, 6.0, 7.0, 8.0, 8.0, 6.0, 9.0, 8.0, 5.0, 8.0, 8.0, 10.0, 7.8, 5.0, 9.0, 10.0, 10.0, 8.0, 5.0, 10.0, 10.0, 7.0, 2.0, 4.0, 9.0, 10.0, 7.0, 5.0, 10.0, 10.0, 6.0, 7.0, 7.5, 8.0, 8.0, 10.0, 1.0, 6.0]",inv-dis
crane-bird,crane,bird,"[4.0, 3.0, 1.0, 2.0, 5.0, 1.0, 0.0, 0.0, 2.0, 8.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 3.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 1.6, 1.0, 0.5, 4.0, 2.0, 1.0, 2.0, 0.0, 0.0, 1.0, 1.0, 5.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 2.0, 1.0, 1.0, 1.0]",inv-dis
chemistry-physics,chemistry,physics,"[5.0, 4.0, 2.0, 7.0, 4.0, 1.0, 2.0, 1.0, 4.0, 8.0, 6.0, 5.0, 2.0, 2.0, 10.0, 2.0, 3.0, 2.0, 2.0, 6.0, 3.0, 7.0, 3.0, 3.0, 2.3, 3.0, 3.0, 4.0, 10.0, 3.0, 2.0, 5.0, 7.0, 2.0, 2.0, 7.0, 5.0, 10.0, 6.0, 2.0, 0.0, 8.0, 2.0, 3.0, 2.0, 4.5, 3.0, 6.0, 1.0, 6.0]",inv-dis
card-credit,card,credit,"[2.0, 5.0, 4.0, 5.0, 2.5, 1.0, 5.0, 5.0, 4.0, 3.0, 1.0, 3.0, 5.0, 3.0, 0.0, 2.0, 4.0, 2.0, 3.0, 1.0, 4.0, 4.0, 5.0, 6.0, 3.5, 4.0, 4.0, 4.0, 4.0, 4.0, 2.0, 3.0, 3.0, 3.0, 2.0, 3.0, 7.0, 8.5, 3.0, 4.0, 1.0, 5.0, 2.0, 5.0, 4.0, 5.5, 1.0, 4.0, 1.0, 6.0]",inv-dis
calculation-dividend,calculation,dividend,"[5.0, 4.0, 3.0, 8.0, 7.0, 1.0, 5.0, 8.0, 7.0, 8.0, 4.0, 7.0, 5.0, 7.0, 2.0, 2.0, 5.0, 3.0, 10.0, 4.0, 3.0, 3.0, 3.0, 9.0, 5.5, 4.0, 2.0, 3.0, 10.0, 4.0, 4.0, 5.0, 4.0, 2.0, 3.0, 4.0, 5.0, 10.0, 2.0, 4.0, 3.0, 2.0, 2.0, 4.0, 2.5, 3.5, 5.0, 9.0, 1.0, 3.0]",inv-dis
brandy-vodka,brandy,vodka,"[6.0, 2.0, 2.0, 3.0, 3.0, 1.0, 0.0, 5.0, 3.0, 9.0, 6.0, 5.0, 3.0, 2.0, 0.0, 0.0, 3.0, 3.0, 2.0, 7.0, 3.0, 6.0, 2.0, 3.0, 3.7, 3.0, 1.0, 5.0, 10.0, 3.0, 2.0, 5.0, 3.0, 3.0, 2.0, 7.0, 1.0, 8.0, 2.0, 5.0, 7.0, 4.0, 3.0, 8.0, 3.0, 4.0, 2.0, 5.0, 1.0, 2.0]",inv-dis
artifact-cup,artifact,cup,"[7.0, 10.0, 10.0, 9.0, 10.0, 7.0, 5.0, 5.0, 10.0, 7.0, 5.0, 7.0, 7.0, 7.0, 5.0, 5.0, 5.0, 4.0, 7.0, 8.0, 6.0, 2.0, 10.0, 10.0, 7.7, 5.0, 3.0, 8.0, 10.0, 5.0, 6.0, 4.0, 4.0, 7.0, 10.0, 6.0, 9.0, 9.0, 6.0, 6.0, 7.0, 10.0, 6.0, 8.0, 5.5, 9.0, 9.0, 9.0, 1.0, 8.0]",inv-dis
architecture-observation,architecture,observation,"[4.0, 10.0, 8.0, 8.0, 10.0, 8.0, 10.0, 9.0, 10.0, 6.0, 7.5, 8.0, 7.0, 10.0, 6.0, 6.0, 6.0, 7.0, 8.0, 6.0, 5.0, 7.0, 9.0, 10.0, 7.5, 5.0, 7.0, 8.0, 10.0, 6.0, 6.0, 10.0, 8.0, 7.0, 7.0, 8.0, 8.0, 9.0, 7.0, 10.0, 7.0, 8.0, 6.0, 5.0, 4.0, 7.5, 9.0, 10.0, 1.0, 8.0]",inv-dis
word-similarity,word,similarity,"[8.0, 10.0, 4.0, 10.0, 2.0, 3.0, 10.0, 10.0, 0.0, 7.0, 9.0, 9.0, 10.0, 10.0, 1.0, 8.0, 3.5, 10.0, 10.0, 10.0, 10.0, 4.0, 10.0, 9.0, 8.0, 9.0, 8.0, 8.0, 7.0, 5.0, 6.0, 6.0, 8.0, 9.0, 5.0, 10.0, 10.0, 10.0, 10.0, 5.0, 10.0, 3.5, 7.0, 10.0, 8.0, 7.0, 10.0, 5.0, 5.0]",dis
tiger-jaguar,tiger,jaguar,"[1.0, 5.0, 2.0, 1.0, 2.0, 4.0, 0.0, 3.0, 2.0, 3.0, 4.0, 3.0, 1.0, 0.0, 3.0, 2.0, 6.0, 3.0, 2.0, 2.0, 4.0, 5.0, 0.0, 1.0, 2.0, 4.0, 2.0, 4.0, 3.0, 4.0, 2.0, 1.0, 4.0, 5.0, 2.0, 2.0, 8.0, 4.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 2.0]",dis
territory-kilometer,territory,kilometer,"[6.0, 10.0, 3.0, 4.0, 8.0, 2.0, 10.0, 10.0, 3.0, 6.0, 7.0, 10.0, 10.0, 0.0, 2.0, 8.0, 8.0, 6.0, 7.0, 6.0, 10.0, 8.0, 10.0, 10.0, 4.0, 7.0, 7.0, 9.0, 8.0, 7.0, 1.0, 9.0, 4.0, 6.0, 9.0, 8.0, 9.0, 8.0, 10.0, 8.0, 10.0, 8.5, 6.0, 10.0, 9.0, 8.0, 10.0, 1.0, 8.0]",dis
stock-phone,stock,phone,"[7.0, 10.0, 7.0, 10.0, 8.0, 7.0, 10.0, 10.0, 8.0, 9.0, 7.0, 10.0, 10.0, 10.0, 0.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 9.0, 9.0, 8.0, 8.0, 8.0, 4.0, 8.0, 8.0, 9.0, 10.0, 10.0, 10.0, 8.0, 10.0, 4.0, 10.0, 10.0, 7.0, 10.0, 8.0, 9.0, 10.0, 5.0, 9.0]",dis
